i,entry_short,entry_long,exit_short_threshold,exit_long_threshold,position_timeout,multiple_entries,capital_percent,total_short_return,total_long_return,total_return,positions,balance,roi
3,1.0,0.95,0.95,0.98,14 days 00:00:00,True,0.1,-238.0780579086691,2.5124815511029475,-235.56557635756616,12450,1.8962890095825122e-11,-91.7231453257681
3,1.0,0.95,0.95,0.98,14 days 00:00:00,False,0.1,-8.104958632389515,1.203850126313203,-6.901108506076312,1098,0.4722278066011583,-7.292786541877627
3,1.0,0.95,0.95,0.98,14 days 00:00:00,True,0.2,-238.0780579086691,2.5124815511029475,-235.56557635756616,12450,3.0412250813471276e-23,-99.46609795020612
3,1.0,0.95,0.95,0.98,14 days 00:00:00,False,0.2,-8.104958632389515,1.203850126313203,-6.901108506076312,1098,0.19484897717994415,-15.216311245479886
3,1.0,0.95,0.95,0.98,14 days 00:00:00,True,0.30000000000000004,-238.0780579086691,2.5124815511029475,-235.56557635756616,12450,2.8222898542670904e-36,-99.97416829054877
3,1.0,0.95,0.95,0.98,14 days 00:00:00,False,0.30000000000000004,-8.104958632389515,1.203850126313203,-6.901108506076312,1098,0.06825194773147496,-23.733769769631053
3,1.0,0.95,0.95,0.98,14 days 00:00:00,True,0.4,-238.0780579086691,2.5124815511029475,-235.56557635756616,12450,9.08564183529597e-51,-99.99910974687145
3,1.0,0.95,0.95,0.98,14 days 00:00:00,False,0.4,-8.104958632389515,1.203850126313203,-6.901108506076312,1098,0.0194279217675864,-32.81717185068322
3,1.0,0.95,0.95,0.98,14 days 00:00:00,True,0.5,-238.0780579086691,2.5124815511029475,-235.56557635756616,12450,4.9011574669051195e-67,-99.99997969285081
3,1.0,0.95,0.95,0.98,14 days 00:00:00,False,0.5,-8.104958632389515,1.203850126313203,-6.901108506076312,1098,0.004176900271511804,-42.47149257044397
3,1.0,0.95,0.95,0.98,14 days 00:00:00,True,0.6,-238.0780579086691,2.5124815511029475,-235.56557635756616,12450,1.426464875684396e-85,-99.99999972654432
3,1.0,0.95,0.95,0.98,14 days 00:00:00,False,0.6,-8.104958632389515,1.203850126313203,-6.901108506076312,1098,0.0005858055835127788,-52.81723836304795
3,1.0,0.95,0.95,0.98,14 days 00:00:00,True,0.7000000000000001,-238.0780579086691,2.5124815511029475,-235.56557635756616,12450,2.4990044252548133e-107,-99.9999999982578
3,1.0,0.95,0.95,0.98,14 days 00:00:00,False,0.7000000000000001,-8.104958632389515,1.203850126313203,-6.901108506076312,1098,3.400389941818278e-05,-64.59891750059153
3,1.0,0.95,0.95,0.98,14 days 00:00:00,True,0.8,-238.0780579086691,2.5124815511029475,-235.56557635756616,12450,2.814031581808176e-133,-99.99999999999581
3,1.0,0.95,0.95,0.98,14 days 00:00:00,False,0.8,-8.104958632389515,1.203850126313203,-6.901108506076312,1098,-1.6340035675137838e-06,0
3,1.0,0.95,0.95,0.98,14 days 00:00:00,True,0.9,-238.0780579086691,2.5124815511029475,-235.56557635756616,12450,-9.032972357098395e-169,0
3,1.0,0.95,0.95,0.98,14 days 00:00:00,False,0.9,-8.104958632389515,1.203850126313203,-6.901108506076312,1098,-6.269904767549959e-09,0
3,1.0,0.95,0.95,0.99,14 days 00:00:00,True,0.1,-238.0780579086691,2.7965135347028904,-235.28154437396623,12450,1.9505961032377982e-11,-91.69952466028256
3,1.0,0.95,0.95,0.99,14 days 00:00:00,False,0.1,-8.104958632389515,1.4878821099131456,-6.617076522476369,1098,0.48575175763927925,-7.028216706671008
3,1.0,0.95,0.95,0.99,14 days 00:00:00,True,0.2,-238.0780579086691,2.7965135347028904,-235.28154437396623,12450,3.2168521305364426e-23,-99.46306413754067
3,1.0,0.95,0.95,0.99,14 days 00:00:00,False,0.2,-8.104958632389515,1.4878821099131456,-6.617076522476369,1098,0.20610126860340974,-14.734541548459823
3,1.0,0.95,0.95,0.99,14 days 00:00:00,True,0.30000000000000004,-238.0780579086691,2.7965135347028904,-235.28154437396623,12450,3.068764716237022e-36,-99.97394908366267
3,1.0,0.95,0.95,0.99,14 days 00:00:00,False,0.30000000000000004,-8.104958632389515,1.4878821099131456,-6.617076522476369,1098,0.07421249404845238,-23.086577493217785
3,1.0,0.95,0.95,0.99,14 days 00:00:00,True,0.4,-238.0780579086691,2.7965135347028904,-235.28154437396623,12450,1.0152185086137384e-50,-99.99909971809566
3,1.0,0.95,0.95,0.99,14 days 00:00:00,False,0.4,-8.104958632389515,1.4878821099131456,-6.617076522476369,1098,0.021708522215492895,-32.06035168533212
3,1.0,0.95,0.95,0.99,14 days 00:00:00,True,0.5,-238.0780579086691,2.7965135347028904,-235.28154437396623,12450,5.62612891980353e-67,-99.9999794081427
3,1.0,0.95,0.95,0.99,14 days 00:00:00,False,0.5,-8.104958632389515,1.4878821099131456,-6.617076522476369,1098,0.004794740746725492,-41.66493761437889
3,1.0,0.95,0.95,0.99,14 days 00:00:00,True,0.6,-238.0780579086691,2.7965135347028904,-235.28154437396623,12450,1.6816940495351088e-85,-99.99999972196356
