Row,gs_x1,gs_x2,gs_x3,gs_x4,gs_diff,gs_error,j_x1,j_x2,j_x3,j_x4,j_diff,j_error
12th approximation,0.879018328520485,1.43888673716643,0.952340192916394,0.652879601320355,0.0249451154694983,0.574475553252984,-46920.3774430615,-93904.1014206672,-119929.004350791,-136902.846542153,291480.153241261,210108.669206194
13th approximation,0.883223333447897,1.41918209434865,0.959917158550735,0.664267549402219,0.0243526340414197,0.551065631877522,121156.180462802,242472.877352977,309671.211299397,353498.890923548,752628.334945233,542519.665739097
14th approximation,0.887703012624877,1.3999470825083,0.967004834654645,0.675088171964424,0.0236087744538863,0.528417126060487,-312832.815173841,-626083.16372288,-799595.723232181,-912763.107286702,1943354.99201241,1400835.32627334
15th approximation,0.892252804203195,1.38131426452557,0.973695685700693,0.685405988991137,0.0227839273458482,0.506627412647765,807766.349760509,1616607.72955692,2064632.65268225,2356840.84953713,5017919.8035763,3617084.47730297
16th approximation,0.896759475255867,1.363345429446,0.980047430273444,0.695265315092152,0.0219257859238259,0.485736389694395,-2085722.87805683,-4174224.67387473,-5331066.20282794,-6085574.71158987,12956726.5119043,9339642.03460131
17th approximation,0.901161813079482,1.3460625186204,0.986097734015232,0.704698611357905,0.0210635428815773,0.465751475704724,5385530.16577748,10778232.6461601,13765302.648763,15713512.1333233,33455449.3698792,24115807.3352779
18th approximation,0.905428176511911,1.32946526790597,0.991872611466103,0.713731269325349,0.0202140720228472,0.446662101773492,-13905926.4893319,-27830375.6652325,-35543263.1117654,-40573717.9349583,86385021.0495924,62269213.7143145
19th approximation,0.909543678226978,1.31354126246475,0.997391233769646,0.722384356254223,0.019386655440962,0.42844803737486,35906373.7702776,71860571.6787969,91775950.0928923,104765042.901383,223054001.739488,160784788.025174
20th approximation,0.913502868447522,1.29827165824895,1.00266868289776,0.730676195287591,0.0185860717733647,0.411084139239913,-92713527.8457082,-185550545.115915,-236973868.550111,-270512890.906676,575945772.622961,415160984.597787
21th approximation,0.917305561087709,1.28363442902256,1.00771753250262,0.738623279545196,0.0178144879598446,0.394543039296956,239394786.884664,479108431.575151,611888141.643304,698488955.5174,1487144504.99336,1071983520.39557
22th approximation,0.920954454768212,1.2696062007436,1.01254875816915,0.746240805250582,0.0170725819093518,0.378796649868928,-618139166.464694,-1237101656.01991,-1579950975.79121,-1803562174.52056,3839942723.52471,2767959203.12914
23th approximation,0.924453778925838,1.25616327983403,1.01717226428891,0.753542986775075,0.0163601973092376,0.363816991745237,1596091698.98717,3194309290.10279,4079577497.64985,4656962003.48084,9915082273.74673,7147123070.61758
24th approximation,0.927808525292912,1.2432822217789,1.02159719164229,0.76054324666427,0.0156767216089939,0.349576635173282,-4121254309.72155,-8247997869.95664,-10533841109.0911,-12024700554.6463,25601646580.0055,18454523509.3879
25th approximation,0.931024013563718,1.23094013792414,1.02583209943507,0.767254333828783,0.0150213026612409,0.336048919790083,10641454445.4203,21297082633.0384,27199338320.6036,31048873359.2083,66105786065.2412,47651262555.8532
26th approximation,0.934105647769044,1.21911485347286,1.02988507535319,0.773688400296771,0.0143929721335268,0.323208048410886,-27477205761.1058,-54991009420.2581,-70231171828.2554,-80171022334.4602,170691167759.349,123039905203.496
27th approximation,0.937058781404977,1.20778498119958,1.03376380424492,0.779857053909471,0.0137907153262518,0.311029108928647,70948650905.2459,141991800917.376,181343289993.966,207008890408.578,440740160358.977,317700255155.481
28th approximation,0.939888644507869,1.19692994770882,1.0374756129263,0.785771396904864,0.0132135102838281,0.29948805537468,-183195886390.071,-366635778094.64,-468244911324.529,-534515832022.818,1138031284823.85,820331029668.372
29th approximation,0.94260030594394,1.18652999324645,1.04102750111465,0.791442056085983,0.0126603493559349,0.28856166598445,473028484163.284,946687012296.044,1209051059958.85,1380168620399.05,2938500553666.31,2118169523997.94
30th approximation,0.945198655650396,1.17656615703682,1.04442616421499,0.796879207842764,0.0121302507519447,0.278227488625475,-1221402681231.99,-2444432193449.65,-3121880089303.32,-3563721234446.88,7587476389310.08,5469306865312.15
31th approximation,0.9476883981159,1.16702025495925,1.0476780112388,0.802092599908959,0.0116222644059286,0.268463779726322,3153773101773.07,6311746829497.45,8060979072575.85,9201853200511.34,19591555933691.9,14122249068379.7
32th approximation,0.950074052130202,1.15787485343022,1.05078917973775,0.807091570942457,0.0111354746205876,0.259249440493758,-8143329739066.43,-16297505877394.4,-20814183040248.3,-23760024074065.8,50587183960631.4,36464934892251.7
33th approximation,0.952359953970023,1.14911324167617,1.05376554883603,0.811885068563782,0.0106690009000256,0.25056395291411,21026819970631.9,42081646333229.2,53744118640246.7,61350548818680.1,130620721995128,94155787102876.2
34th approximation,0.954550262408958,1.14071940362127,1.05661275098866,0.816481666227771,0.0102219977759791,0.242387317341072,-54293166584698.1,-108658648227337,-138772215216485,-158412711562076,337274615400741,243118828297865
35th approximation,0.9566489646362,1.13267799006754,1.0593361828321,0.820889579154645,0.00979365408606622,0.234699993106315,140189907076351,280566538226660,358322514227069,409036066794065,870873812793355,627754984495490
36th approximation,0.958659882566869,1.12497429153284,1.06194101534363,0.825116679461101,0.00938319196497122,0.227482843393033,-361983123887534,-724448386361264,-925221406905626,-1.05616842416585e+15,2.24867559898659e+15,1.6209206144911e+15
37th approximation,0.960586679253761,1.11759421193497,1.06443220344076,0.829170510582731,0.00898986569651797,0.220717085491363,934673434857305,1.87059179551003e+15,2.38900604290235e+15,2.72712318243219e+15,5.80628545168755e+15,4.18536483719644e+15
38th approximation,0.96243286523991,1.11052424320992,1.06681449510214,0.83305830105044,0.00861296051014232,0.214384247451355,-2.41341204099718e+15,-4.83003859392203e+15,-6.16863145450987e+15,-7.04168074143373e+15,1.4992358507235e+16,1.08069936700386e+16
39th approximation,0.964201804765049,1.10375144089556,1.06909244006344,0.836786977666706,0.00825179136845127,0.208466132029236,6.23164996715607e+15,1.24716000972384e+16,1.59279689285926e+16,1.81822618001641e+16,3.87116368080275e+16,2.79046431379889e+16
40th approximation,0.965896721781065,1.0972634006808,1.07127039812497,0.840363178117552,0.00790570177162733,0.202944788666903,-1.60906884748578e+16,-3.2202808727277e+16,-4.11274682336115e+16,-4.69482579953483e+16,9.99569763245348e+16,7.20523331865459e+16
41th approximation,0.967520705755222,1.09104823590291,1.07335254709803,0.843793263049917,0.00757406259242199,0.197802494044432,4.15476249403461e+16,8.31505886847043e+16,1.06194873363316e+17,1.21224683321736e+17,2.58098027874443e+17,1.86045694687898e+17
42th approximation,0.969076717253388,1.08509455596644,1.07534289041137,0.847083327640288,0.00725627094877674,0.193021741501386,-1.07279756293891e+17,-2.14702402426048e+17,-2.74204846857904e+17,-3.1301318672806e+17,6.66432643744609e+17,4.80386949056711e+17
43th approximation,0.970567593302917,1.07939144565293,1.07724526439541,0.850239212677825,0.00695174911720104,0.188585239342556,2.7700611351434e+17,5.54381181621101e+17,7.08021919129096e+17,8.08228591578331e+17,1.72078985766015e+18,1.24040290860344e+18
44th approximation,0.971996052538945,1.07392844528833,1.07906334525982,0.853266515183388,0.00665994348791986,0.184475917741113,-7.15255045081499e+17,-1.43146276456533e+18,-1.82817715919889e+18,-2.08691992523692e+18,4.44323633006309e+18,3.20283342145965e+18
45th approximation,0.973364700140046,1.06869553173503,1.08080065577831,0.856170598584513,0.00638032356159618,0.180676943645023,1.84685374999152e+18,3.69616739216356e+18,4.72052013520659e+18,5.38861755168279e+18,1.14728413797355e+19,8.27000795827583e+18
46th approximation,0.974676032560252,1.06368310017518,1.08246057169351,0.858956602465212,0.0061123809867573,0.177171742801065,-4.76874479573801e+18,-9.5438412574019e+18,-1.2188813449926e+19,-1.39139019025885e+19,2.96239226425982e+19,2.13539146843223e+19
47th approximation,0.975932442064937,1.05888194665334,1.08404632785409,0.861629451908584,0.00585562863675106,0.173944027755198,1.23133339209901e+19,2.46430684226046e+19,3.14726278168061e+19,3.59269635111511e+19,7.64916696473036e+19,5.51377549629812e+19
48th approximation,0.977136221078156,1.05428325134705,1.08556102409544,0.864193866449343,0.00560959972486128,0.170977830486344,-3.17941510280255e+19,-6.36306498507804e+19,-8.12651949891985e+19,-9.27666959396529e+19,1.9750846624946e+20,1.42370711286479e+20
49th approximation,0.978289566348992,1.04987856253532,1.08700763087474,0.866654368652615,0.00537384695614831,0.168257538196534,8.20953972400362e+19,1.64300140347729e+20,2.09834143976562e+20,2.39532068244202e+20,5.09984870510528e+20,3.67614159224049e+20
50th approximation,0.979394582944271,1.04565978123597,1.08838899467074,0.869015292334638,0.00514794171459483,0.165767930721925,-2.11977801893769e+20,-4.24237944788997e+20,-5.41810894371556e+20,-6.18493642962873e+20,1.31682744081028e+21,9.49213281586229e+20
51th approximation,0.980453288074775,1.041619146484,1.08970784315818,0.871280790440339,0.00493147328411458,0.163494218047886,5.47346014592402e+20,1.09542105939704e+21,1.39900513661159e+21,1.59700698611884e+21,3.40016853271562e+21,2.45095525112939e+21
52th approximation,0.981467614761857,1.03774922122438,1.09096679016615,0.873454842592112,0.00472404810207125,0.16142207650248,-1.41329732176543e+21,-2.8284770660186e+21,-3.61235883699934e+21,-4.12361766807275e+21,8.77954521038505e+21,6.32858995925566e+21
53th approximation,0.982439415351066,1.03404287879352,1.09216834042956,0.87554126232355,0.00452528904393939,0.159537682355958,3.6492625623606e+21,7.3033857112413e+21,9.32743992552626e+21,1.06475568486814e+22,2.26695863336024e+22,1.63409963743468e+22
54th approximation,0.983370464879164,1.03049328996495,1.09331489414224,0.877543704011246,0.00433483473783735,0.15782774175499,-9.4227287096331e+21,-1.88580078968945e+22,-2.40843004502205e+22,-2.74929627263162e+22,5.85349391365701e+22,4.21939427622233e+22
55th approximation,0.984262464300631,1.02709391053562,1.09440875132005,0.879465669517301,0.00415233890769311,0.156279516152695,2.43303447800998e+22,4.86930960379047e+22,6.21878599924367e+22,7.09893368227674e+22,1.51142550609457e+23,1.08948607847234e+23
56th approximation,0.985117043579514,1.02383846943031,1.09545211598183,0.881310514554605,0.00397746974384116,0.154880842641994,-6.28231688887898e+22,-1.25730014258138e+23,-1.6057472536652e+23,-1.83300941142751e+23,3.90263848253673e+23,2.81315240406439e+23
57th approximation,0.985935764652247,1.02072095730249,1.09644710015597,0.883081454786449,0.00380990929991863,0.15362014884447,1.62215150870263e+23,3.24646362043725e+23,4.14618583589614e+23,4.73299745111048e+23,1.00769684406951e+24,7.26381603663067e+23
58th approximation,0.986720124266819,1.01773561561092,1.09739572771961,0.884781571671566,0.0036493529149593,0.15248646223614,-4.18854311829496e+23,-8.38266511064234e+23,-1.07058299159764e+24,-1.22210310173873e+24,2.60196514253504e+24,1.87558353887197e+24
59th approximation,0.987471556703444,1.01487692615219,1.09829993807772,0.886413818065237,0.00349550865964609,0.151469413994954,1.08152002816601e+24,2.16448057248571e+24,2.76434290999506e+24,3.15558165138879e+24,6.71851126934801e+24,4.84292773047604e+24
60th approximation,0.98819143638169,1.01213960103003,1.09916158968861,0.887981023586617,0.0033480968056988,0.150559237625506,-2.79258333575507e+24,-5.58888621557858e+24,-7.13778547204114e+24,-8.14799957909807e+24,1.7347808753648e+25,1.25048810231719e+25
61th approximation,0.988881080358792,1.00951857304338,1.09998246344227,0.889485899762063,0.00320684931744938,0.14974676275085,7.21070482657752e+24,1.44310138551223e+25,1.84304129783134e+25,2.10388779234294e+25,4.47936241360728e+25,3.22887431129009e+25
62th approximation,0.989541750723703,1.00700898647551,1.10076426589773,0.890931044953798,0.00307150936467636,0.14902340455889,-1.86186974011896e+25,-3.7262193727659e+25,-4.75890069660566e+25,-5.43243013183809e+25,1.15661222217581e+26,8.33724791046798e+25
63th approximation,0.990174656891222,1.00460618826759,1.10150863238531,0.892318949082873,0.0029418308558053,0.148381149453427,4.80751745154435e+25,9.62143821173554e+25,1.2287915559354e+26,1.4027029979787e+26,2.98647822829131e+26,2.15275343724452e+26
64th approximation,0.990780957800382,1.00230571956072,1.1022171299794,0.893651998155021,0.00281757799063905,0.147812537491321,-1.24134484539325e+26,-2.48434308347043e+26,-3.17285185003992e+26,-3.62190705225454e+26,7.71135912024135e+26,5.55860568299683e+26
65th approximation,0.991361764021084,1.00010330759081,1.10289126034716,0.894932478597612,0.00269852483179302,0.147310642191806,3.20526558814549e+26,6.41480038697255e+26,8.19259280687225e+26,9.35209428801004e+26,1.99114324417332e+27,1.43528267587363e+27
66th approximation,0.991918139772804,0.997994857921858,1.10353246247833,0.89616258141561,0.00258445489407005,0.146869048287211,-8.2762880344462e+26,-1.65635995601784e+27,-2.11540217039665e+27,-2.41479602623671e+27,5.14131342737019e+27,3.70603075149655e+27
67th approximation,0.992451104859059,0.995976447003299,1.1041421153011,0.897344406174075,0.00247516075101415,0.146481827951175,2.13701304136698e+27,4.27687244870645e+27,5.4621613059606e+27,6.23522354324916e+27,1.32753401021288e+28,9.5693093506323e+27
68th approximation,0.992961636521131,0.994044315038032,1.10472154018885,0.898479964814456,0.0023704436579393,0.146143515995873,-5.51796254548571e+27,-1.10432746674704e+28,-1.41037985825357e+28,-1.60999157742019e+28,3.42781387123748e+28,2.47088293617425e+28
69th approximation,0.993450671214421,0.99219485914806,1.10527200336218,0.899571185311607,0.00227011319074374,0.14584908447801,1.42478824714643e+28,2.85147422196515e+28,3.64172940553158e+28,4.15714506686835e+28,8.85092799540696e+28,6.38004505923271e+28
70th approximation,0.993919106310676,0.99042462682539,1.1057947181908,0.900619915178175,0.00217398689985081,0.145593917098104,-3.67893317954352e+28,-7.36276646498934e+28,-9.40327741175744e+28,-1.0734127649711e+29,2.28539031938736e+29,1.64738581346409e+29
71th approximation,0.994367801729162,0.988730309656254,1.10629084739926,0.901627924822734,0.0020818899786535,0.14537378372167,9.49934094884156e+28,1.90113344179599e+29,2.4280119755235e+29,2.77164964289033e+29,5.90108620775117e+29,4.25370039428708e+29
72th approximation,0.994797581499767,0.987108737307259,1.1067615051807,0.902596910767759,0.00199365494585416,0.145184815296613,-2.45281645679508e+29,-4.90889990970306e+29,-6.26934832946052e+29,-7.15665212267242e+29,1.52371427042038e+30,1.09834423099167e+30
73th approximation,0.995209235260863,0.985556871762523,1.10720775922227,0.903528498733303,0.00190912134112247,0.145023479390049,6.33339576200647e+29,1.26752272058915e+30,1.61880290840143e+30,1.84791283906796e+30,3.9343691926295e+30,2.83602496163783e+30
74th approximation,0.995603519694654,0.984071801801331,1.10763063264616,0.904424246591973,0.0018281354335241,0.144886556520856,-1.63534053952871e+30,-3.27285924904282e+30,-4.17989672696081e+30,-4.77147946031094e+30,1.01589000276551e+31,7.32287506601731e+30
75th approximation,0.995981159902621,0.982650737706264,1.10803110586949,0.905285647200571,0.00175054994217802,0.144771117422228,4.22259839858608e+30,8.45082103070023e+30,1.07928745107772e+31,1.23203950742895e+31,2.62312062541636e+31,1.89083311881463e+31
76th approximation,0.996342850723562,0.981291006192197,1.10841011838667,0.906114131113572,0.00167622376864859,0.144674501331503,-1.09031341208482e+31,-2.18207905255357e+31,-2.786818618126e+31,-3.1812383569746e+31,6.77313665530079e+31,4.88230353648616e+31
77th approximation,0.996689257996617,0.979990045546926,1.10876857047734,0.906911069183331,0.00160502174056979,0.144594295372666,2.81528865489577e+31,5.63432709590649e+31,7.19581979997882e+31,8.21424753253709e+31,1.74888564814275e+32,1.26065529449414e+32
78th approximation,0.997021019771592,0.978745400974611,1.10910732484297,0.907677775051789,0.00153681436604899,0.14452831506984,-7.26933203108046e+31,-1.454834635185e+32,-1.8580262905157e+32,-2.1209936180312e+32,4.51578222312402e+32,3.25512692862988e+32
79th approximation,0.997338747468756,0.977554720133562,1.1094272081753,0.908415507538177,0.00147147759838769,0.144474586007591,1.87700781893887e+32,3.75651569336756e+32,4.79759331418733e+32,5.47659893363306e+32,1.16601614910264e+33,8.40503456239652e+32
80th approximation,0.997643026990242,0.976415748860257,1.10972901265913,0.909125472927068,0.00140889261070229,0.144431326635481,-4.84660535148782e+32,-9.69966607422863e+32,-1.23878234263018e+33,-1.41410778537428e+33,3.0107600251537e+33,2.17025656891405e+33
81th approximation,0.997934419785062,0.975326327071821,1.11001349741256,0.909808827160935,0.00134894558002697,0.144396932199544,1.25143769759839e+33,2.50454223092038e+33,3.19864897233845e+33,3.65135525330425e+33,7.77405693397956e+33,5.60380036506551e+33
82th approximation,0.998213463869668,0.974284384839515,1.11028138986705,0.910466677941206,0.00129152748050111,0.14436995977189,-3.23132625289907e+33,-6.46695642763398e+33,-8.259203329068e+33,-9.42813222848057e+33,2.00733239141736e+34,1.44695235491081e+34
83th approximation,0.998480674805925,0.973287938626103,1.11053338708982,0.911100086741626,0.00123653388526715,0.144349114340901,8.34357904729313e+33,1.66982712132379e+34,2.13260161464414e+34,2.43442971585069e+34,5.18311528183095e+34,3.73616292692014e+34
84th approximation,0.998736546638267,0.972335087680256,1.11077015705121,0.911710070737591,0.00118386477671183,0.144333235918091,-2.15438819450595e+34,-4.31164589758749e+34,-5.50657183941251e+34,-6.28591952021444e+34,1.33832763022275e+35,9.64711337530732e+34
85th approximation,0.998981552791736,0.971424010581431,1.11099233983899,0.912297604654968,0.00113342436469949,0.144321287613353,5.56282677531819e+34,1.1133062883447e+35,1.4218470629673e+35,1.62308174096558e+35,3.45568398236536e+35,2.49097264483463e+35
86th approximation,0.999216146932545,0.970552961928957,1.11120054882209,0.912863622541737,0.00108512091246135,0.144312344627516,-1.43637260040284e+35,-2.87465835810255e+35,-3.67133877378856e+35,-4.19094506282511e+35,8.92289116379445e+35,6.43191851895982e+35
87th approximation,0.999440763792725,0.969720269169306,1.11139537176571,0.913409019465706,0.0010388665698207,0.144305584109717,3.7088450360204e+35,7.42263001864075e+35,9.47973150065385e+35,1.08214023214685e+36,2.30397186569195e+36,1.66078001379597e+36
88th approximation,0.99965581996035,0.968924329555768,1.11157737189995,0.913934653141369,0.000994577213436588,0.144300275826748,-9.57657608990546e+35,-1.91659075724021e+36,-2.44775311845587e+36,-2.79418475898956e+36,5.94906545474741e+36,4.28828544095144e+36
89th approximation,0.999861714636789,0.96816360723503,1.11174708894376,0.914441345488862,0.000952172293768688,0.144295773591979,2.47275927451945e+36,4.94881210772146e+36,6.32032176069247e+36,7.2148398474016e+36,1.5361029495141e+37,1.10727440541895e+37
90th approximation,1.00005883036235,0.967436630455339,1.11190504008619,0.914929884127858,0.000911574688470722,0.144291507402639,-6.38488993594195e+36,-1.27782841407395e+37,-1.63196471316856e+37,-1.8629374402027e+37,3.96635789176418e+37,2.85908348634523e+37
91th approximation,1.00024753371164,0.966741988891189,1.11205172092674,0.915401023809111,0.000872710561933907,0.144286976235775,1.6486368048105e+37,3.29946948938933e+37,4.21388170708501e+37,4.81027435052335e+37,1.02414977658473e+38,7.38241427950203e+37
92th approximation,1.00042817595988,0.966078331079658,1.11218760637637,0.91585548778626,0.00083550923071178,0.144281741455257,-4.25693056802051e+37,-8.51953109784352e+37,-1.08806268285236e+38,-1.24205670184959e+38,2.64444811462038e+38,1.90620668667017e+38
93th approximation,1.00060109372148,0.965444361963744,1.11231315152096,0.916293969130371,0.000799903034546062,0.144275420784326,1.09917829130536e+38,2.1998206184521e+38,2.80947706677519e+38,3.20710366642944e+38,6.82820617726389e+38,4.92199949059372e+38
94th approximation,1.00076660956188,0.964838840538234,1.11242879244876,0.916717131989624,0.000765827212762664,0.144267682800614,-2.83817858142514e+38,-5.6801374368971e+38,-7.2543259805986e+38,-8.28103412018838e+38,1.76310510088862e+39,1.27090515182925e+39
95th approximation,1.00092503258389,0.964260577593819,1.11253494704322,0.917125612796419,0.00073321978576065,0.144258241912968,7.32843590869518e+38,1.46666328296997e+39,1.87313311986536e+39,2.13823852398483e+39,4.55249814677547e+39,3.28159299494622e+39
96th approximation,1.00107665898958,0.963708433555364,1.11263201574282,0.917520021424111,0.00070202144136888,0.144246853781897,-1.89226897910298e+39,-3.78705834059419e+39,-4.83660052514902e+39,-5.52112685335587e+39,1.1754965353993e+40,8.47337235904681e+39
97th approximation,1.00122177261868,0.963181316410394,1.11272038226911,0.91790094229546,0.000672175425816794,0.144233311147917,4.88601105868574e+39,9.77852997452975e+39,1.24885436020443e+40,1.42560530029359e+40,3.03523924708127e+40,2.18790201117659e+40
98th approximation,1.00136064546457,0.96267817972404,1.11280041432445,0.918268935444822,0.000643627439081193,0.144217440034496,-1.26161261053469e+40,-2.52490560913234e+40,-3.22465584017517e+40,-3.681042885276e+40,7.8372645172391e+40,5.64936250606252e+40
99th approximation,1.00149353816862,0.962198020736833,1.11287246426057,0.918624537536014,0.000616325534390199,0.14419909629459,3.25759880594356e+40,6.51953652709902e+40,8.32635543336991e+40,9.50478840142535e+40,2.02365316580036e+41,1.45871691519411e+41
100th approximation,1.00162070049406,0.96173987854188,1.11293686971921,0.918968262837691,0.000590220021620401,0.144178162472055,-8.41141717502915e+40,-1.6834037824798e+41,-2.14994090033008e+41,-2.45422303872714e+41,5.22525700956749e+41,3.76654009437338e+41
true value,0.999999999999976,1.00000000000026,0.999999999999389,1.0000000000004,NaN,0,0.999999999999976,1.00000000000026,0.999999999999389,1.0000000000004,NaN,0
